;Country_ID;city;EWP;coorX;coordY;Continent_Name;Country_Name
1449;USA;NM Carlsbad;https://energyplus.net/weather-download/north_and_central_america_wmo_region_4/USA/NM/USA_NM_Carlsbad.Cavern.City.Air.Terminal.722687_TMY3/USA_NM_Carlsbad.Cavern.City.Air.Terminal.722687_TMY3.epw;-104.27;32.33;North America;United States of America
1450;USA;NM Ruidoso-Sierra;https://energyplus.net/weather-download/north_and_central_america_wmo_region_4/USA/NM/USA_NM_Ruidoso-Sierra.Blanca.Rgnl.AP.722683_TMY3/USA_NM_Ruidoso-Sierra.Blanca.Rgnl.AP.722683_TMY3.epw;-105.53;33.47;North America;United States of America
1451;USA;NM Gallup-Sen;https://energyplus.net/weather-download/north_and_central_america_wmo_region_4/USA/NM/USA_NM_Gallup-Sen.Clarke.Field.723627_TMY3/USA_NM_Gallup-Sen.Clarke.Field.723627_TMY3.epw;-108.78;35.52;North America;United States of America
1452;USA;NM Santa;https://energyplus.net/weather-download/north_and_central_america_wmo_region_4/USA/NM/USA_NM_Santa.Fe.County.Muni.AP.723656_TMY3/USA_NM_Santa.Fe.County.Muni.AP.723656_TMY3.epw;-106.08;35.62;North America;United States of America
1453;USA;NM Taos;https://energyplus.net/weather-download/north_and_central_america_wmo_region_4/USA/NM/USA_NM_Taos.Muni.AP.723663_TMY3/USA_NM_Taos.Muni.AP.723663_TMY3.epw;-105.67;36.45;North America;United States of America
1454;USA;NM Tucumcari;https://energyplus.net/weather-download/north_and_central_america_wmo_region_4/USA/NM/USA_NM_Tucumcari.AP.723676_TMY3/USA_NM_Tucumcari.AP.723676_TMY3.epw;-103.6;35.18;North America;United States of America
1455;USA;NM Albuquerque;https://energyplus.net/weather-download/north_and_central_america_wmo_region_4/USA/NM/USA_NM_Albuquerque.Intl.AP.723650_TMY/USA_NM_Albuquerque.Intl.AP.723650_TMY.epw;-106.62;35.05;North America;United States of America
1456;USA;NM Tucumcari;https://energyplus.net/weather-download/north_and_central_america_wmo_region_4/USA/NM/USA_NM_Tucumcari.723676_TMY2/USA_NM_Tucumcari.723676_TMY2.epw;-103.6;35.18;North America;United States of America
1457;USA;NM Clayton;https://energyplus.net/weather-download/north_and_central_america_wmo_region_4/USA/NM/USA_NM_Clayton.Muni.AP.723600_TMY/USA_NM_Clayton.Muni.AP.723600_TMY.epw;-103.15;36.45;North America;United States of America
1458;USA;NM Clayton;https://energyplus.net/weather-download/north_and_central_america_wmo_region_4/USA/NM/USA_NM_Clayton.Muni.AP.723600_TMY3/USA_NM_Clayton.Muni.AP.723600_TMY3.epw;-103.15;36.45;North America;United States of America
